,end_of_month,TimeGPT,TimeGPT-q-1,TimeGPT-q-2,TimeGPT-q-5,TimeGPT-q-10,TimeGPT-q-15,TimeGPT-q-20,TimeGPT-q-25,TimeGPT-q-30,TimeGPT-q-35,TimeGPT-q-40,TimeGPT-q-45,TimeGPT-q-50,TimeGPT-q-55,TimeGPT-q-60,TimeGPT-q-65,TimeGPT-q-70,TimeGPT-q-75,TimeGPT-q-80,TimeGPT-q-85,TimeGPT-q-90,TimeGPT-q-95,TimeGPT-q-97,TimeGPT-q-99
0,2013-01-31,0.51184916,-0.8069784,-0.5992721,-0.4206332,-0.21467397,-0.07571427,0.0347265,0.12947485,0.21456179,0.29340753,0.3682244,0.44061062,0.51184916,0.58308774,0.65547395,0.73029083,0.80913657,0.8942235,0.9889718,1.0994126,1.2383723,1.4443315,1.6229705,1.8306768
1,2013-02-28,0.8533367,-0.46549088,-0.25778458,-0.079145655,0.12681356,0.26577327,0.37621403,0.47096238,0.5560493,0.634895,0.7097119,0.7820981,0.8533367,0.92457527,0.9969615,1.0717783,1.150624,1.235711,1.3304594,1.4409001,1.5798599,1.785819,1.964458,2.1721642
2,2013-03-31,0.66735613,-0.65147144,-0.44376513,-0.26512623,-0.059167,0.0797927,0.19023347,0.28498182,0.37006876,0.4489145,0.52373135,0.59611756,0.66735613,0.7385947,0.8109809,0.8857978,0.96464354,1.0497304,1.1444788,1.2549195,1.3938793,1.5998385,1.7784774,1.9861838
3,2013-04-30,1.1419085,-0.17691906,0.030787274,0.20942618,0.4153854,0.5543451,0.66478586,0.7595342,0.8446211,0.92346686,0.99828374,1.07067,1.1419085,1.213147,1.2855333,1.3603501,1.4391959,1.5242828,1.6190312,1.7294719,1.8684317,2.074391,2.2530298,2.460736
4,2013-05-31,0.6477361,-0.6710915,-0.4633852,-0.2847463,-0.078787066,0.06017264,0.17061341,0.26536176,0.3504487,0.42929444,0.5041113,0.5764975,0.6477361,0.71897465,0.79136086,0.86617774,0.9450235,1.0301104,1.1248587,1.2352995,1.3742592,1.5802184,1.7588574,1.9665637
5,2013-06-30,0.7902005,-0.5286271,-0.3209208,-0.14228188,0.06367733,0.20263705,0.3130778,0.40782616,0.4929131,0.5717588,0.6465757,0.7189619,0.7902005,0.86143905,0.93382525,1.0086421,1.0874878,1.1725748,1.2673231,1.3777639,1.5167236,1.7226828,1.9013218,2.109028
6,2013-07-31,0.7022518,-0.6165758,-0.40886948,-0.23023055,-0.024271345,0.11468836,0.22512913,0.31987748,0.40496442,0.48381016,0.558627,0.6310132,0.7022518,0.77349037,0.8458766,0.92069346,0.9995392,1.0846261,1.1793745,1.2898152,1.428775,1.6347342,1.8133731,2.0210793
7,2013-08-31,0.81338024,-0.5054473,-0.29774103,-0.119102105,0.0868571,0.22581682,0.33625758,0.43100592,0.51609284,0.5949386,0.66975546,0.74214166,0.81338024,0.8846188,0.957005,1.0318218,1.1106676,1.1957545,1.2905029,1.4009436,1.5399034,1.7458626,1.9245015,2.1322079
8,2013-09-30,0.4631281,-0.8556995,-0.64799315,-0.46935427,-0.26339504,-0.12443534,-0.013994575,0.08075377,0.16584072,0.24468644,0.31950334,0.39188954,0.4631281,0.53436667,0.6067529,0.68156976,0.7604155,0.84550244,0.94025075,1.0506915,1.1896513,1.3956105,1.5742494,1.7819557
9,2013-10-31,0.6717057,-0.64712185,-0.43941554,-0.26077664,-0.054817412,0.08414229,0.19458306,0.2893314,0.37441835,0.4532641,0.52808094,0.60046715,0.6717057,0.7429443,0.8153305,0.8901474,0.9689931,1.05408,1.1488284,1.2592691,1.3982289,1.6041881,1.782827,1.9905334
