,end_of_month,TimeGPT,TimeGPT-q-1,TimeGPT-q-2,TimeGPT-q-5,TimeGPT-q-10,TimeGPT-q-15,TimeGPT-q-20,TimeGPT-q-25,TimeGPT-q-30,TimeGPT-q-35,TimeGPT-q-40,TimeGPT-q-45,TimeGPT-q-50,TimeGPT-q-55,TimeGPT-q-60,TimeGPT-q-65,TimeGPT-q-70,TimeGPT-q-75,TimeGPT-q-80,TimeGPT-q-85,TimeGPT-q-90,TimeGPT-q-95,TimeGPT-q-97,TimeGPT-q-99
0,2013-01-31,1.235095,-2.6834347,-2.066293,-1.5355171,-0.9235666,-0.51068646,-0.18254238,0.09897599,0.3517882,0.58605635,0.80835396,1.0234295,1.235095,1.4467605,1.661836,1.8841337,2.1184018,2.3712142,2.6527324,2.9808764,3.3937566,4.0057073,4.5364833,5.1536245
1,2013-02-28,1.2451366,-2.673393,-2.0562515,-1.5254755,-0.913525,-0.50064486,-0.17250079,0.10901759,0.3618298,0.59609795,0.81839556,1.0334711,1.2451366,1.4568021,1.6718776,1.8941753,2.1284435,2.3812556,2.662774,2.9909182,3.403798,4.015749,4.5465245,5.1636662
2,2013-03-31,1.2539121,-2.6646175,-2.047476,-1.5167,-0.9047495,-0.49186936,-0.16372532,0.11779306,0.37060526,0.6048734,0.827171,1.0422466,1.2539121,1.4655776,1.6806531,1.9029508,2.137219,2.390031,2.6715496,2.9996936,3.4125736,4.024524,4.5553,5.172442
3,2013-04-30,1.4282304,-2.4902992,-1.8731576,-1.3423817,-0.7304312,-0.31755105,0.010592996,0.29211137,0.5449236,0.77919173,1.0014894,1.2165649,1.4282304,1.6398959,1.8549714,2.077269,2.3115373,2.5643494,2.8458679,3.174012,3.586892,4.1988425,4.7296185,5.3467603
4,2013-05-31,1.322642,-2.5958877,-1.978746,-1.4479702,-0.83601964,-0.42313948,-0.09499544,0.18652293,0.43933514,0.6736033,0.8959009,1.1109765,1.322642,1.5343075,1.749383,1.9716806,2.2059488,2.458761,2.7402794,3.0684235,3.4813035,4.093254,4.62403,5.241172
5,2013-06-30,1.3881931,-2.5303366,-1.9131949,-1.382419,-0.7704685,-0.35758832,-0.02944428,0.2520741,0.5048863,0.73915446,0.96145207,1.1765276,1.3881931,1.5998586,1.8149341,2.0372317,2.2714999,2.5243123,2.8058305,3.1339746,3.5468547,4.1588054,4.6895814,5.3067226
6,2013-07-31,1.3850266,-2.533503,-1.9163615,-1.3855855,-0.773635,-0.36075488,-0.032610834,0.24890754,0.5017198,0.7359879,0.9582855,1.1733611,1.3850266,1.5966921,1.8117676,2.0340652,2.2683334,2.5211456,2.802664,3.130808,3.543688,4.1556387,4.6864147,5.3035564
7,2013-08-31,1.266361,-2.6521688,-2.035027,-1.5042511,-0.8923006,-0.47942045,-0.15127641,0.13024196,0.38305417,0.6173223,0.83961993,1.0546955,1.266361,1.4780265,1.693102,1.9153997,2.1496677,2.4024801,2.6839983,3.0121424,3.4250226,4.036973,4.567749,5.1848907
8,2013-09-30,1.2969483,-2.6215813,-2.0044398,-1.4736638,-0.8617133,-0.44883314,-0.120689094,0.16082928,0.41364148,0.64790964,0.87020725,1.0852828,1.2969483,1.5086138,1.7236893,1.945987,2.1802552,2.4330673,2.7145858,3.0427299,3.4556098,4.0675607,4.598336,5.215478
9,2013-10-31,1.1976721,-2.7208576,-2.103716,-1.57294,-0.9609895,-0.54810935,-0.21996528,0.061553095,0.3143653,0.54863346,0.77093107,0.98600656,1.1976721,1.4093376,1.6244131,1.8467108,2.0809789,2.3337913,2.6153095,2.9434536,3.3563337,3.9682844,4.49906,5.116202
10,2013-11-30,1.2592177,-2.659312,-2.0421703,-1.5113944,-0.89944386,-0.4865637,-0.15841967,0.12309871,0.3759109,0.61017907,0.8324767,1.0475522,1.2592177,1.4708833,1.6859587,1.9082564,2.1425245,2.3953369,2.676855,3.0049992,3.4178793,4.02983,4.560606,5.1777472
11,2013-12-31,0.934921,-2.9836087,-2.366467,-1.8356911,-1.2237406,-0.81086046,-0.48271638,-0.20119801,0.051614195,0.28588238,0.50817996,0.72325546,0.934921,1.1465865,1.361662,1.5839597,1.8182279,2.0710402,2.3525584,2.6807024,3.0935826,3.7055333,4.236309,4.853451
12,2014-01-31,0.017137961,-3.9013917,-3.28425,-2.7534742,-2.1415236,-1.7286435,-1.4004995,-1.1189811,-0.86616886,-0.63190067,-0.4096031,-0.1945276,0.017137961,0.22880352,0.443879,0.6661766,0.9004448,1.153257,1.4347754,1.7629194,2.1757996,2.7877502,3.318526,3.9356675
13,2014-02-28,0.1145451,-3.8039846,-3.186843,-2.6560671,-2.0441165,-1.6312363,-1.3030924,-1.0215739,-0.76876175,-0.53449357,-0.31219596,-0.09712046,0.1145451,0.32621065,0.5412862,0.7635837,0.9978519,1.2506641,1.5321825,1.8603265,2.2732067,2.8851573,3.4159331,4.033075
