,end_of_month,TimeGPT,TimeGPT-q-1,TimeGPT-q-2,TimeGPT-q-5,TimeGPT-q-10,TimeGPT-q-15,TimeGPT-q-20,TimeGPT-q-25,TimeGPT-q-30,TimeGPT-q-35,TimeGPT-q-40,TimeGPT-q-45,TimeGPT-q-50,TimeGPT-q-55,TimeGPT-q-60,TimeGPT-q-65,TimeGPT-q-70,TimeGPT-q-75,TimeGPT-q-80,TimeGPT-q-85,TimeGPT-q-90,TimeGPT-q-95,TimeGPT-q-97,TimeGPT-q-99
0,2018-01-31,2.4106452,0.30048835,0.3783155,0.50802743,0.7674513,0.83163357,0.8400326,1.0424831,1.4001747,1.7011768,1.8887994,2.091082,2.4106452,2.7302084,2.932491,3.1201138,3.4211156,3.7788074,3.981258,3.989657,4.053839,4.3132634,4.442975,4.5208025
0,2018-02-28,2.103478,-0.16647276,-0.024165273,0.21301389,0.6873722,0.9886281,1.2404262,1.5102067,1.7943733,1.9913536,2.0139616,2.0409997,2.103478,2.1659563,2.1929944,2.2156024,2.4125826,2.6967492,2.9665298,3.2183278,3.5195837,3.993942,4.231121,4.373429
0,2018-03-31,1.0041227,-2.291128,-2.0801666,-1.7285647,-1.0253607,-0.77785325,-0.6605448,-0.47099888,-0.22366294,0.08164622,0.50290185,0.8900284,1.0041227,1.118217,1.5053437,1.9265993,2.2319083,2.4792442,2.6687903,2.7860987,3.033606,3.73681,4.088412,4.299373
0,2018-04-30,1.8295038,0.45563003,0.4908828,0.54963744,0.6671467,0.7514523,0.8262712,0.9122709,1.0072153,1.0938723,1.1639543,1.2865748,1.8295038,2.3724327,2.4950533,2.5651352,2.6517923,2.7467365,2.8327365,2.9075553,2.9918609,3.1093702,3.1681247,3.2033775
0,2018-05-31,1.6217952,-0.55556357,-0.42254555,-0.20084879,0.17100926,0.2209578,0.34347144,0.59297395,0.80610454,0.9889253,1.2604846,1.565321,1.6217952,1.6782694,1.9831058,2.2546651,2.4374857,2.6506164,2.9001188,3.0226326,3.072581,3.4444392,3.6661358,3.799154
0,2018-06-30,1.8391011,1.0127631,1.0304098,1.0598209,1.1277534,1.2366824,1.3188896,1.3543336,1.4900676,1.7093766,1.775737,1.7847418,1.8391011,1.8934604,1.9024651,1.9688256,2.1881344,2.3238685,2.3593125,2.4415197,2.550449,2.6183813,2.6477923,2.665439
0,2018-07-31,0.53063476,-1.5653259,-1.4792593,-1.3358148,-1.0160849,-0.5485692,-0.24475291,-0.22741035,-0.13708584,0.014056945,0.18078601,0.35335994,0.53063476,0.7079096,0.8804835,1.0472126,1.1983553,1.2886798,1.3060224,1.6098388,2.0773544,2.3970845,2.540529,2.6265955
0,2018-08-31,0.33400792,-1.6396159,-1.4814101,-1.217734,-0.75051785,-0.55391526,-0.42426574,-0.4117839,-0.3983629,-0.38415927,-0.13789216,0.19539876,0.33400792,0.4726171,0.805908,1.0521752,1.0663788,1.0797998,1.0922816,1.2219311,1.4185337,1.8857499,2.1494262,2.307632
0,2018-09-30,0.41016465,-1.2277473,-1.0180867,-0.6686521,-0.089174286,-0.04695599,0.0064157606,0.079306066,0.11906065,0.13120213,0.1915405,0.26995268,0.41016465,0.5503766,0.6287888,0.6891272,0.7012687,0.74102324,0.8139135,0.8672853,0.9095036,1.4889815,1.8384159,2.0480764
0,2018-10-31,0.24622226,-1.1836433,-1.1067355,-0.9785557,-0.7223761,-0.46700656,-0.27771017,-0.20404178,-0.087745845,0.06407307,0.1499673,0.21113978,0.24622226,0.28130475,0.3424772,0.42837146,0.58019036,0.69648635,0.7701547,0.9594511,1.2148206,1.4710002,1.59918,1.6760879
0,2018-11-30,0.3253466,-0.9940903,-0.95340854,-0.8856056,-0.76312906,-0.699735,-0.630935,-0.5526748,-0.5007226,-0.4706938,-0.3972721,-0.30757806,0.3253466,0.95827127,1.0479653,1.121387,1.1514157,1.203368,1.2816283,1.3504281,1.4138222,1.5362988,1.6041017,1.6447835
0,2018-12-31,-0.15084767,-1.1805098,-1.1278484,-1.0400791,-0.8788443,-0.7819753,-0.6829433,-0.5801258,-0.5091853,-0.46480897,-0.43876857,-0.41960415,-0.15084767,0.11790881,0.13707323,0.16311362,0.20748997,0.27843046,0.3812479,0.48027998,0.577149,0.7383838,0.826153,0.8788145
0,2019-01-31,1.0036762,-1.1118745,-1.0129955,-0.8481972,-0.5732764,-0.54439634,-0.3903662,-0.017323345,0.18114634,0.23413838,0.4317481,0.6835894,1.0036762,1.3237629,1.5756043,1.773214,1.826206,2.0246756,2.3977187,2.5517488,2.5806289,2.8555496,3.0203478,3.1192267
0,2019-02-28,1.3129746,-0.9858903,-0.85855806,-0.6463376,-0.26887885,-0.10283927,0.1113076,0.40964222,0.72676384,1.0595413,1.2151115,1.3042288,1.3129746,1.3217204,1.4108377,1.5664078,1.8991854,2.2163072,2.5146418,2.7287884,2.8948278,3.2722867,3.4845073,3.6118395
0,2019-03-31,1.5192001,-1.7565025,-1.4935501,-1.055296,-0.31325138,-0.17629308,-0.055533744,0.036877394,0.18322246,0.37451246,0.81385195,1.3462099,1.5192001,1.6921903,2.2245483,2.6638877,2.8551776,3.0015228,3.0939338,3.2146933,3.3516517,4.093696,4.5319505,4.794903
0,2019-04-30,1.9002604,0.578961,0.62135434,0.6920099,0.8210015,0.8945551,0.9966264,1.1486037,1.2465291,1.2994113,1.3770446,1.4639596,1.9002604,2.3365614,2.4234762,2.5011096,2.5539918,2.6519172,2.8038945,2.9059658,2.9795194,3.108511,3.1791666,3.22156
0,2019-05-31,0.89603126,-1.2663993,-1.108283,-0.84475595,-0.52958673,-0.46161658,-0.38456142,-0.252217,-0.032621097,0.1477733,0.39163244,0.7943243,0.89603126,0.99773824,1.4004301,1.6442893,1.8246835,2.0442793,2.1766238,2.2536793,2.3216493,2.6368186,2.9003456,3.058462
0,2019-06-30,1.2296736,0.37399235,0.42807233,0.51820564,0.6338304,0.67403984,0.69811714,0.7141438,0.7194403,0.96255785,1.1679562,1.1911957,1.2296736,1.2681515,1.291391,1.4967893,1.7399069,1.7452035,1.7612301,1.7853074,1.8255168,1.9411416,2.0312748,2.0853548
0,2019-07-31,-0.56307524,-2.6896377,-2.5707302,-2.372551,-2.0010662,-1.6586009,-1.46645,-1.3388914,-1.2946385,-1.1540995,-0.97861,-0.76387197,-0.56307524,-0.36227855,-0.14754055,0.027948935,0.16848806,0.21274087,0.34029952,0.5324505,0.8749156,1.2464002,1.4445796,1.5634872
0,2019-08-31,0.79276663,-1.2393079,-1.0288434,-0.67806935,-0.1927416,0.04032912,0.08901006,0.10966793,0.110074185,0.311521,0.5322983,0.7143255,0.79276663,0.8712078,1.0532349,1.2740123,1.4754591,1.4758654,1.4965231,1.545204,1.7782748,2.2636025,2.6143765,2.824841
0,2019-09-30,-0.29850304,-1.8870804,-1.6559675,-1.2707791,-0.82227373,-0.7492846,-0.655194,-0.5919263,-0.5807889,-0.56200886,-0.52228206,-0.4385516,-0.29850304,-0.15845446,-0.074723996,-0.03499721,-0.016217183,-0.005079806,0.05818789,0.15227857,0.22526762,0.6737731,1.0589615,1.2900745
0,2019-10-31,1.2849687,-0.0043723597,0.035513338,0.1019895,0.2883506,0.53702193,0.62398726,0.7296521,0.88679683,0.9877765,1.0575185,1.079952,1.2849687,1.4899855,1.512419,1.582161,1.6831406,1.8402853,1.9459502,2.0329156,2.281587,2.467948,2.534424,2.5743098
0,2019-11-30,0.11694121,-1.2273232,-1.1601629,-1.0482292,-0.9273244,-0.9265428,-0.8681543,-0.81095284,-0.7633316,-0.7044298,-0.63583046,-0.55002654,0.11694121,0.78390896,0.8697129,0.93831223,0.997214,1.0448352,1.1020367,1.1604252,1.1612068,1.2821116,1.3940454,1.4612056
0,2019-12-31,1.0279927,0.091603674,0.13410655,0.20494467,0.3329928,0.44514143,0.5389385,0.62026054,0.6840692,0.7180115,0.7504179,0.79158634,1.0279927,1.264399,1.3055676,1.337974,1.3719163,1.435725,1.5170469,1.610844,1.7229927,1.8510408,1.9218789,1.9643818
0,2020-01-31,0.67391586,-1.4980232,-1.3877885,-1.2040642,-0.99508566,-0.97098887,-0.46735814,-0.10594854,-0.03603064,0.11183326,0.26744598,0.40860662,0.67391586,0.93922514,1.0803858,1.2359985,1.3838624,1.4537803,1.8151898,2.3188207,2.3429174,2.5518959,2.7356203,2.845855
0,2020-02-29,0.9233188,-1.424785,-1.2435032,-0.94136703,-0.55691427,-0.42891786,-0.12902305,0.17875521,0.47622716,0.65401787,0.7838283,0.85464346,0.9233188,0.99199414,1.0628092,1.1926197,1.3704104,1.6678824,1.9756607,2.2755556,2.4035518,2.7880046,3.090141,3.2714226
0,2020-03-31,0.81777453,-2.477993,-2.1774714,-1.6766018,-1.0580621,-0.8865886,-0.70922095,-0.51388067,-0.29057008,0.13760693,0.50008446,0.63092923,0.81777453,1.0046198,1.1354645,1.4979421,1.9261192,2.1494298,2.34477,2.5221376,2.6936111,3.3121507,3.8130205,4.113542
0,2020-04-30,1.2053716,-0.27155855,-0.2001861,-0.081232026,0.099688575,0.21412368,0.29446855,0.4176861,0.6140453,0.695314,0.7538959,0.8085149,1.2053716,1.6022283,1.6568474,1.7154292,1.7966979,1.9930571,2.1162746,2.1966195,2.3110547,2.4919753,2.6109293,2.6823018
0,2020-05-31,0.7589669,-1.4938781,-1.3060623,-0.99303603,-0.72452927,-0.60385656,-0.42130613,-0.25473344,-0.004725933,0.31261244,0.68117774,0.69866526,0.7589669,0.8192686,0.8367561,1.2053214,1.5226598,1.7726673,1.93924,2.1217904,2.242463,2.5109699,2.823996,3.011812
0,2020-06-30,-0.5178094,-1.5849042,-1.5254734,-1.426422,-1.3334398,-1.2708127,-1.1637754,-1.0768043,-1.0195242,-0.9422693,-0.7953737,-0.6217152,-0.5178094,-0.41390356,-0.2402451,-0.09334946,-0.016094565,0.0411855,0.12815666,0.23519397,0.29782104,0.39080325,0.48985457,0.5492854
0,2020-07-31,0.15714705,-1.9303031,-1.8045211,-1.5948844,-1.1945261,-0.8574256,-0.6279259,-0.58932614,-0.47147888,-0.33465406,-0.23912156,-0.10920876,0.15714705,0.42350286,0.55341566,0.6489482,0.785773,0.90362024,0.94222,1.1717197,1.5088202,1.9091786,2.1188154,2.2445974
0,2020-08-31,0.2211873,-1.7639961,-1.5408114,-1.1688367,-0.70755845,-0.49400008,-0.4932106,-0.4602781,-0.44223174,-0.3400337,-0.054646105,0.057071857,0.2211873,0.38530272,0.4970207,0.7824083,0.88460636,0.9026527,0.9355852,0.93637466,1.1499331,1.6112114,1.983186,2.2063708
0,2020-09-30,0.24868411,-1.3386397,-1.1607027,-0.8641411,-0.5112479,-0.32254094,-0.22197634,-0.14292704,-0.11371097,-0.08490154,-0.0070721507,0.08381969,0.24868411,0.41354853,0.50444037,0.5822698,0.6110792,0.64029527,0.71934456,0.81990916,1.0086161,1.3615093,1.658071,1.8360081
0,2020-10-31,-0.016241908,-1.2902656,-1.280775,-1.2649574,-1.1767738,-1.0201741,-0.78329074,-0.6047119,-0.48023602,-0.37223724,-0.24308968,-0.23692118,-0.016241908,0.20443736,0.21060586,0.33975342,0.4477522,0.5722281,0.7508069,0.9876903,1.14429,1.2324736,1.2482911,1.2577817
0,2020-11-30,0.4685359,-0.9228687,-0.8243509,-0.66015446,-0.5457256,-0.52841806,-0.4913894,-0.3961648,-0.32924688,-0.25614434,-0.14236593,-0.009588473,0.4685359,0.9466603,1.0794377,1.1932161,1.2663187,1.3332366,1.4284612,1.4654899,1.4827974,1.5972263,1.7614226,1.8599405
0,2020-12-31,0.035800576,-0.91218,-0.85919267,-0.77088046,-0.6728707,-0.616339,-0.5641487,-0.43116108,-0.38199365,-0.34106356,-0.23278797,-0.20746663,0.035800576,0.27906775,0.30438912,0.4126647,0.4535948,0.5027622,0.6357499,0.6879402,0.74447185,0.8424816,0.9307938,0.98378116
0,2021-01-31,0.6983114,-1.3821322,-1.2726557,-1.0901948,-0.94590116,-0.7298633,-0.14970905,-0.04595995,0.03744936,0.1246278,0.23968428,0.35583386,0.6983114,1.0407889,1.1569386,1.271995,1.3591734,1.4425828,1.5463319,2.126486,2.342524,2.4868176,2.6692784,2.778755
0,2021-02-28,0.5441334,-1.7915213,-1.578116,-1.2224407,-0.87648416,-0.6685416,-0.37123322,-0.026117414,0.13574219,0.22514024,0.35287142,0.4579634,0.5441334,0.63030344,0.73539543,0.86312664,0.95252466,1.1143843,1.4595001,1.7568085,1.964751,2.3107076,2.666383,2.8797882
0,2021-03-31,0.85050184,-2.4726536,-2.1156576,-1.5206645,-1.0311116,-0.8474218,-0.57502455,-0.29485458,0.09566364,0.44065514,0.58424497,0.6236961,0.85050184,1.0773076,1.1167587,1.2603486,1.60534,1.9958582,2.2760282,2.5484254,2.7321153,3.221668,3.8166611,4.173657
0,2021-04-30,5.8186107,4.371519,4.4472733,4.57353,4.748875,4.8793645,4.997312,5.189054,5.306421,5.3837605,5.4554205,5.7202783,5.8186107,5.916943,6.181801,6.253461,6.3308005,6.4481673,6.6399093,6.757857,6.888346,7.063691,7.189948,7.2657022
0,2021-05-31,5.134924,2.9467986,3.161705,3.519882,3.7463791,3.8492353,4.043188,4.3075857,4.458518,4.541423,4.9793286,5.1096206,5.134924,5.1602273,5.290519,5.728425,5.81133,5.962262,6.22666,6.420613,6.5234685,6.7499657,7.108143,7.323049
0,2021-06-30,4.259681,3.1748755,3.2387247,3.3451402,3.448239,3.592572,3.6911278,3.714253,3.7738068,3.8221793,3.9888122,4.1757884,4.259681,4.343574,4.5305505,4.6971827,4.7455554,4.8051095,4.8282347,4.9267907,5.071123,5.1742225,5.2806377,5.3444867
