,end_of_month,TimeGPT,TimeGPT-q-1,TimeGPT-q-2,TimeGPT-q-5,TimeGPT-q-10,TimeGPT-q-15,TimeGPT-q-20,TimeGPT-q-25,TimeGPT-q-30,TimeGPT-q-35,TimeGPT-q-40,TimeGPT-q-45,TimeGPT-q-50,TimeGPT-q-55,TimeGPT-q-60,TimeGPT-q-65,TimeGPT-q-70,TimeGPT-q-75,TimeGPT-q-80,TimeGPT-q-85,TimeGPT-q-90,TimeGPT-q-95,TimeGPT-q-97,TimeGPT-q-99
0,2018-01-31,2.085698,1.2741545,1.3277016,1.4169466,1.5954367,1.7001776,1.7838472,1.8233833,1.8276125,1.8584069,1.9423316,2.023808,2.085698,2.1475878,2.2290642,2.3129888,2.3437831,2.3480124,2.3875484,2.471218,2.575959,2.7544491,2.8436942,2.8972414
0,2018-02-28,1.2521662,0.81899476,0.82778573,0.84243745,0.87174076,0.9309482,0.99869967,1.0374012,1.0528625,1.075507,1.1125176,1.156091,1.2521662,1.3482413,1.3918147,1.4288253,1.4514698,1.4669311,1.5056326,1.573384,1.6325915,1.6618949,1.6765466,1.6853375
0,2018-03-31,1.362226,-0.97385,-0.9688146,-0.9604222,-0.9436375,-0.6905543,-0.36995727,-0.096862584,0.13823019,0.4108108,0.75836706,1.096798,1.362226,1.6276541,1.9660851,2.3136413,2.586222,2.8213146,3.0944092,3.4150064,3.6680894,3.6848743,3.6932666,3.698302
0,2018-04-30,1.203301,-2.272019,-2.262274,-2.2460327,-2.2135499,-1.6413704,-0.914992,-0.22823477,0.4268254,0.89667654,0.9961095,1.096375,1.203301,1.3102269,1.4104924,1.5099252,1.9797764,2.6348367,3.3215938,4.047972,4.6201515,4.6526346,4.6688757,4.678621
0,2018-05-31,1.1614022,-0.6053271,-0.52774805,-0.3984495,-0.16314329,-0.03264584,0.14456275,0.40351588,0.6255017,0.8166814,0.8924794,0.9250093,1.1614022,1.3977951,1.430325,1.506123,1.6973027,1.9192886,2.1782417,2.3554504,2.4859478,2.7212539,2.8505526,2.9281316
0,2018-06-30,1.5193996,0.47185764,0.5012322,0.5501899,0.68887454,1.0110211,1.2273465,1.2584846,1.304904,1.3640578,1.3847773,1.391084,1.5193996,1.6477153,1.654022,1.6747415,1.7338953,1.7803147,1.8114527,2.0277781,2.3499248,2.4886093,2.5375671,2.5669417
0,2018-07-31,0.5024379,-0.60901576,-0.58759695,-0.55189884,-0.45380026,-0.23554064,-0.08272074,-0.04442036,-0.00035008191,0.048528444,0.16144426,0.29837406,0.5024379,0.7065017,0.84343153,0.95634735,1.0052258,1.0492961,1.0875964,1.2404164,1.4586761,1.5567746,1.5924727,1.6138915
0,2018-08-31,0.72994655,-0.9920994,-0.91342425,-0.78229904,-0.5610285,-0.52416736,-0.32533842,0.15693426,0.43448058,0.5414216,0.6174707,0.68193525,0.72994655,0.77795786,0.8424224,0.9184715,1.0254126,1.302959,1.7852316,1.9840605,2.0209217,2.2421923,2.3733175,2.4519925
0,2018-09-30,0.30198404,-0.482549,-0.4673642,-0.44205618,-0.37534913,-0.23623268,-0.08748322,0.078124,0.1814844,0.23297244,0.24770027,0.24864303,0.30198404,0.35532504,0.3562678,0.37099564,0.42248368,0.5258441,0.6914513,0.8402008,0.97931725,1.0460243,1.0713323,1.0865171
0,2018-10-31,0.27448994,-0.4210422,-0.41435143,-0.40320012,-0.37299326,-0.30721712,-0.21828257,-0.088820785,0.022855507,0.11971056,0.16865022,0.19962162,0.27448994,0.34935823,0.38032967,0.42926934,0.52612436,0.6378007,0.76726246,0.856197,0.9219731,0.95218,0.9633313,0.9700221
