,end_of_month,TimeGPT,TimeGPT-q-1,TimeGPT-q-2,TimeGPT-q-5,TimeGPT-q-10,TimeGPT-q-15,TimeGPT-q-20,TimeGPT-q-25,TimeGPT-q-30,TimeGPT-q-35,TimeGPT-q-40,TimeGPT-q-45,TimeGPT-q-50,TimeGPT-q-55,TimeGPT-q-60,TimeGPT-q-65,TimeGPT-q-70,TimeGPT-q-75,TimeGPT-q-80,TimeGPT-q-85,TimeGPT-q-90,TimeGPT-q-95,TimeGPT-q-97,TimeGPT-q-99
0,2013-01-31,-0.009378165,-1.795027,-1.5137995,-1.2719284,-0.99306643,-0.8049196,-0.65538645,-0.5271003,-0.41189542,-0.3051409,-0.20384133,-0.1058328,-0.009378165,0.08707647,0.185085,0.28638458,0.3931391,0.508344,0.6366301,0.7861633,0.9743101,1.253172,1.4950433,1.7762707
1,2013-02-28,0.25004536,-1.5356035,-1.254376,-1.0125048,-0.73364294,-0.5454961,-0.39596292,-0.2676768,-0.15247191,-0.0457174,0.05558219,0.15359072,0.25004536,0.3465,0.44450852,0.54580814,0.6525626,0.76776755,0.8960537,1.0455868,1.2337337,1.5125955,1.7544668,2.0356944
2,2013-03-31,1.3609599,-0.424689,-0.14346151,0.09840965,0.37727162,0.5654184,0.7149516,0.8432377,0.9584426,1.0651971,1.1664968,1.2645053,1.3609599,1.4574145,1.555423,1.6567227,1.7634772,1.878682,2.0069683,2.1565013,2.3446481,2.6235101,2.8653812,3.1466088
3,2013-04-30,2.1953363,0.40968746,0.6909149,0.9327861,1.2116481,1.3997949,1.5493281,1.6776142,1.792819,1.8995736,2.000873,2.0988817,2.1953363,2.291791,2.3897996,2.491099,2.5978537,2.7130585,2.8413446,2.9908779,3.1790247,3.4578865,3.6997578,3.9809852
4,2013-05-31,1.1925256,-0.59312326,-0.31189576,-0.07002461,0.20883735,0.3969842,0.5465173,0.67480344,0.79000837,0.89676285,0.99806243,1.096071,1.1925256,1.2889802,1.3869888,1.4882884,1.595043,1.7102478,1.8385339,1.988067,2.176214,2.4550757,2.696947,2.9781744
5,2013-06-30,-0.21593189,-2.0015807,-1.7203532,-1.4784821,-1.1996201,-1.0114733,-0.8619402,-0.7336541,-0.61844915,-0.51169467,-0.41039506,-0.31238654,-0.21593189,-0.11947726,-0.021468727,0.07983086,0.18658538,0.30179027,0.4300764,0.5796096,0.7677564,1.0466183,1.2884895,1.569717
6,2013-07-31,-0.14875561,-1.9344045,-1.653177,-1.4113058,-1.1324439,-0.9442971,-0.7947639,-0.6664778,-0.55127287,-0.44451836,-0.34321877,-0.24521025,-0.14875561,-0.05230097,0.045707557,0.14700715,0.25376165,0.36896655,0.49725267,0.64678586,0.8349327,1.1137946,1.3556658,1.6368933
7,2013-08-31,-0.0479272,-1.8335761,-1.5523486,-1.3104774,-1.0316155,-0.84346867,-0.6939355,-0.5656494,-0.45044446,-0.34368995,-0.24239036,-0.14438184,-0.0479272,0.04852744,0.14653596,0.24783556,0.35459006,0.46979496,0.5980811,0.74761426,0.9357611,1.214623,1.4564942,1.7377217
8,2013-09-30,-0.09997958,-1.8856285,-1.604401,-1.3625298,-1.0836679,-0.89552104,-0.7459879,-0.61770177,-0.50249684,-0.39574233,-0.29444274,-0.19643421,-0.09997958,-0.0035249407,0.094483584,0.19578318,0.30253768,0.41774258,0.54602873,0.6955619,0.8837087,1.1625706,1.4044418,1.6856693
9,2013-10-31,0.13203374,-1.6536151,-1.3723876,-1.1305165,-0.8516545,-0.6635077,-0.51397455,-0.38568842,-0.27048352,-0.16372903,-0.06242943,0.035579097,0.13203374,0.22848837,0.3264969,0.42779648,0.534551,0.6497559,0.778042,0.9275752,1.1157221,1.394584,1.6364552,1.9176826
10,2013-11-30,0.13649073,-1.6491581,-1.3679307,-1.1260595,-0.84719753,-0.6590507,-0.50951755,-0.38123143,-0.26602653,-0.15927203,-0.057972435,0.040036093,0.13649073,0.23294537,0.3309539,0.43225348,0.539008,0.6542129,0.782499,0.93203217,1.120179,1.3990409,1.6409122,1.9221396
