,end_of_month,TimeGPT,TimeGPT-q-1,TimeGPT-q-2,TimeGPT-q-5,TimeGPT-q-10,TimeGPT-q-15,TimeGPT-q-20,TimeGPT-q-25,TimeGPT-q-30,TimeGPT-q-35,TimeGPT-q-40,TimeGPT-q-45,TimeGPT-q-50,TimeGPT-q-55,TimeGPT-q-60,TimeGPT-q-65,TimeGPT-q-70,TimeGPT-q-75,TimeGPT-q-80,TimeGPT-q-85,TimeGPT-q-90,TimeGPT-q-95,TimeGPT-q-97,TimeGPT-q-99
0,2018-01-31,3.2251287,1.2939614,1.4017864,1.5814948,1.9409117,2.0413458,2.067785,2.0865254,2.099107,2.1665077,2.3435466,2.573336,3.2251287,3.8769214,4.1067104,4.2837496,4.3511505,4.363732,4.3824725,4.4089117,4.5093455,4.8687625,5.0484705,5.156296
0,2018-02-28,3.5139034,1.7584819,1.8866009,2.1001325,2.5271955,2.6819296,2.7588556,2.9334908,3.1862934,3.363921,3.3911982,3.4252903,3.5139034,3.6025164,3.6366086,3.6638858,3.8415134,4.094316,4.2689514,4.345877,4.5006113,4.9276743,5.141206,5.269325
0,2018-03-31,2.6265836,-0.20523103,-0.05870098,0.18551576,0.67394924,1.0504613,1.3949959,1.5795077,1.6360012,1.8023671,2.1884775,2.5411766,2.6265836,2.7119906,3.0646896,3.4508002,3.6171658,3.6736593,3.8581712,4.202706,4.579218,5.0676513,5.311868,5.458398
0,2018-04-30,1.9804974,1.129948,1.1338437,1.1403364,1.1533219,1.3826964,1.6738963,1.8233777,1.8594843,1.8934008,1.9229368,1.9523218,1.9804974,2.008673,2.0380578,2.067594,2.1015103,2.137617,2.2870984,2.5782983,2.8076727,2.8206584,2.827151,2.8310468
0,2018-05-31,2.0781088,0.24160515,0.38201892,0.6160419,1.0293565,1.1963793,1.3313181,1.4101095,1.5024159,1.6059846,1.6385423,1.6444708,2.0781088,2.511747,2.5176754,2.550233,2.6538017,2.746108,2.8248994,2.9598382,3.126861,3.5401757,3.7741985,3.9146125
0,2018-06-30,1.2908777,0.14995515,0.27958453,0.4956335,0.8529857,0.873982,0.8977759,0.92646563,0.9670355,1.0175055,1.1296642,1.2649561,1.2908777,1.3167993,1.4520912,1.5642499,1.6147199,1.6552898,1.6839795,1.7077734,1.7287697,2.086122,2.302171,2.4318004
0,2018-07-31,1.2226076,-0.80535877,-0.72128093,-0.58115125,-0.27394676,0.15451081,0.45440578,0.5293162,0.6381353,0.77521163,0.9576178,1.1570227,1.2226076,1.2881925,1.4875975,1.6700037,1.8070799,1.915899,1.9908096,2.2907045,2.719162,3.0263665,3.1664963,3.2505739
0,2018-08-31,0.27510914,-1.6248517,-1.4407848,-1.1340065,-0.6138178,-0.5137838,-0.4452648,-0.43189684,-0.4152692,-0.39592513,-0.22733875,-0.002786511,0.27510914,0.5530048,0.7775571,0.94614345,0.9654875,0.98211515,0.9954831,1.0640022,1.1640362,1.6842248,1.991003,2.17507
0,2018-09-30,0.30012465,-1.5054446,-1.280185,-0.9047522,-0.27579957,-0.19545518,-0.10879674,-0.011088729,0.058753498,0.10537424,0.16183317,0.22198139,0.30012465,0.37826788,0.43841612,0.49487504,0.5414958,0.611338,0.709046,0.7957045,0.87604886,1.5050014,1.8804343,2.1056938
0,2018-10-31,0.3699917,-0.9341995,-0.9175411,-0.88977706,-0.78082496,-0.431465,-0.18507232,-0.118872344,-0.01106072,0.13142727,0.18564051,0.2067507,0.3699917,0.5332326,0.55434287,0.6085561,0.7510441,0.8588557,0.9250557,1.1714483,1.5208083,1.6297604,1.6575243,1.6741828
0,2018-11-30,1.2436919,-0.16844063,-0.107097134,-0.004857981,0.17332724,0.23319364,0.28599173,0.32642037,0.38183266,0.44973138,0.60662365,0.7968885,1.2436919,1.6904954,1.8807602,2.0376523,2.105551,2.1609635,2.2013922,2.2541902,2.3140566,2.4922419,2.594481,2.6558244
0,2018-12-31,0.23881628,-0.7070358,-0.6593842,-0.5799649,-0.43437928,-0.34843236,-0.28286496,-0.2529618,-0.23870458,-0.2374856,-0.17399898,-0.087161995,0.23881628,0.56479454,0.65163153,0.71511817,0.71633714,0.7305944,0.7604975,0.8260649,0.9120118,1.0575974,1.1370168,1.1846683
0,2019-01-31,0.24874389,-1.8303181,-1.7192096,-1.5340286,-1.2233422,-1.181195,-1.03021,-0.6887591,-0.52569956,-0.5112996,-0.32263178,-0.06861348,0.24874389,0.56610125,0.82011956,1.0087874,1.0231874,1.1862469,1.5276978,1.6786828,1.72083,2.0315166,2.2166975,2.327806
0,2019-02-28,0.77103645,-1.0883579,-1.0013186,-0.85625297,-0.5947525,-0.46209067,-0.24367455,0.12481159,0.34300947,0.43596718,0.52621096,0.6154371,0.77103645,0.9266358,1.0158619,1.1061057,1.1990633,1.4172612,1.7857474,2.0041635,2.1368253,2.3983257,2.5433915,2.6304307
