,end_of_month,TimeGPT,TimeGPT-q-1,TimeGPT-q-2,TimeGPT-q-5,TimeGPT-q-10,TimeGPT-q-15,TimeGPT-q-20,TimeGPT-q-25,TimeGPT-q-30,TimeGPT-q-35,TimeGPT-q-40,TimeGPT-q-45,TimeGPT-q-50,TimeGPT-q-55,TimeGPT-q-60,TimeGPT-q-65,TimeGPT-q-70,TimeGPT-q-75,TimeGPT-q-80,TimeGPT-q-85,TimeGPT-q-90,TimeGPT-q-95,TimeGPT-q-97,TimeGPT-q-99
0,2018-01-31,4.532198,3.584445,3.5978472,3.6201844,3.6648588,3.677375,3.6807036,3.8158512,4.056454,4.2636766,4.4041395,4.5293155,4.532198,4.5350804,4.6602564,4.8007193,5.0079417,5.2485447,5.383692,5.3870206,5.399537,5.4442115,5.4665484,5.479951
0,2018-02-28,3.5769112,1.9012624,2.021074,2.22076,2.6201322,2.7152946,2.72354,2.768636,2.8432126,2.9189017,2.9968147,3.117155,3.5769112,4.0366673,4.1570077,4.234921,4.31061,4.385186,4.430282,4.4385276,4.53369,4.933062,5.1327486,5.25256
0,2018-03-31,3.1291776,1.4630898,1.5424204,1.674638,1.9390732,2.1461422,2.3368208,2.483591,2.5952346,2.6893165,2.7482753,2.8335326,3.1291776,3.4248226,3.5100799,3.5690386,3.6631205,3.774764,3.9215343,4.112213,4.319282,4.583717,4.7159348,4.795265
0,2018-04-30,2.983467,0.42556322,0.5426243,0.7377261,1.1279297,1.7821127,2.5117185,2.8576136,2.8965397,2.925541,2.934692,2.9468904,2.983467,3.0200438,3.0322423,3.0413933,3.0703945,3.1093206,3.4552157,4.1848216,4.8390045,5.229208,5.4243097,5.541371
0,2018-05-31,3.6985366,2.1269238,2.217502,2.3684661,2.6444435,2.8036451,3.0029979,3.2726154,3.4119835,3.4428103,3.4815063,3.5231535,3.6985366,3.8739197,3.915567,3.954263,3.9850898,4.124458,4.3940754,4.593428,4.7526293,5.028607,5.179571,5.270149
0,2018-06-30,3.0772085,1.9463757,1.9664608,1.9999357,2.0805323,2.2225392,2.4425569,2.7990942,2.9634411,2.9676297,3.0002759,3.0435936,3.0772085,3.1108234,3.1541412,3.1867874,3.190976,3.3553228,3.7118602,3.9318779,4.0738845,4.154481,4.1879563,4.208041
0,2018-07-31,1.909008,-0.5328913,-0.35653389,-0.06260492,0.49989232,0.9482664,1.2455083,1.2782688,1.3281558,1.3923146,1.5330253,1.7024429,1.909008,2.1155732,2.2849908,2.4257014,2.4898603,2.5397472,2.5725079,2.8697495,3.3181238,3.880621,4.17455,4.3509073
0,2018-08-31,1.3340539,-0.34064472,-0.23099282,-0.04823966,0.27186283,0.38764808,0.47826833,0.52484983,0.7215176,1.0432572,1.2026224,1.3010972,1.3340539,1.3670106,1.4654853,1.6248505,1.9465902,2.143258,2.1898394,2.2804596,2.396245,2.7163475,2.8991008,3.0087526
0,2018-09-30,1.3795755,0.51635396,0.5666291,0.650421,0.8065731,0.9112822,0.98354304,0.99901944,1.0343335,1.086179,1.1100672,1.1234715,1.3795755,1.6356795,1.6490837,1.672972,1.7248175,1.7601316,1.775608,1.8478688,1.9525778,2.1087298,2.1925218,2.242797
0,2018-10-31,1.5585647,-0.12421737,-0.009293443,0.18224643,0.4962266,0.49925876,0.6096228,0.9078176,1.1130154,1.2407159,1.3481886,1.448076,1.5585647,1.6690533,1.7689407,1.8764135,2.004114,2.2093117,2.5075066,2.6178706,2.6209028,2.9348829,3.126423,3.2413466
