PROVINCE,TIME,MONTH,YEAR,NN_DIR,NN_DIR_LAG,REGION,CASES,DIR,POP,POP_OFFSET,RGN_IND,PROV_IND,SEASON,RATE_DIR,RATE_CASES,RSI_DIR,RSI_DIR_LAG,RSI_DIR_LAG_2,AVG_RSI_DIR_LAG,SQ_RSI_DIR_LAG,SCALED_DIR,SCALED_AVG_RSI_DIR_LAG,SCALED_SQ_RSI_DIR_LAG,SCALED_RSI_DIR_LAG,tmax,tmin,prec,SPI_6,TOTAL,ANOM,E_INDEX,C_INDEX,spei,tmax_roll_2,tmax_roll_3,tmin_roll_2,tmin_roll_3,prec_roll_2,prec_roll_3,OUTBREAK_50_TRUE,OUTBREAK_150_TRUE,longitude,latitude,YEAR_DECIMAL,LAT_PROV_IND,LONG_PROV_IND,PROPN_URBAN_2017,PROPN_URBAN_2007,URBAN_ORDER,PROPN_CONFIRMED,DIFF_WITH_HISTORICAL_DIR_LAG,MODIFIED_DIFF_WITH_HISTORICAL_DIR_LAG,REGION_AREA_KM2,POP_DENSITY,LOG_CASES,LAG_1_LOG_CASES,LAG_2_LOG_CASES,LAG_1_tmin_roll_2,LAG_1_prec_roll_2,end_of_month,unique_id
Ayabaca,1,5,2010,93.8955599594571,193.461813662171,Piura,1,0.738659362802887,135380.4,1.353804,1,1,0,,,41.792273596536,100,,100,10000,-0.166234990782765,2.56619509567749,3.10152554823067,2.34369223042173,25.5506799032285,13.7836406106616,54.6915116187599,-0.175027908836304,27.66,-0.17,-0.12937,0.00064,1.42936950706574,25.6153958454993,25.5772364505993,14.2787394677567,14.5617752565279,241.169354330402,203.605953589671,0,0,-79.8129,-4.7149,2010.33333333333,9,11,0.125403438765331,0.1145,1,1,,10.3344447782634,5195.65130448196,26.0564830213328,0.693147180559945,,,,,2010-05-31,Ayabaca
Ayabaca,2,6,2010,17.0329728102991,93.8955599594571,Piura,0,0,135291.5,1.352915,1,1,0,-100,-100,39.1602996785497,41.792273596536,100,70.896136798268,4179.2273596536,-0.248245567880942,1.1749337091175,0.700073462969652,-0.18726965503353,24.7275381663469,12.4335113039126,17.2308250465773,-0.187298872139239,27,-0.66,-0.45772,-0.56312,1.26397553409439,25.1391090347877,25.3194432857818,13.1085759572871,13.663663413142,35.9611683326686,166.523177902461,0,0,-79.8129,-4.7149,2010.41666666667,9,11,0.125403438765331,0.1145,1,1,,0.738659362802887,5195.65130448196,26.0393725582185,0,0.693147180559945,,14.2787394677567,241.169354330402,2010-06-30,Ayabaca
Ayabaca,3,7,2010,4.74444970375183,17.0329728102991,Piura,0,0,135202.6,1.352026,1,1,0,,,39.1602996785497,39.1602996785497,41.792273596536,40.4762866375428,1636.59795828829,-0.248245567880942,-0.279236227712032,-0.348928629232204,-0.301711947861846,24.7730457996163,11.9894886126637,7.85145572493947,-0.150846947281166,26.25,-1.05,-0.76168,-0.99316,1.4321053925767,24.7502919829816,25.0170879563972,12.2114999582881,12.7355468424126,12.5411403857584,26.5912641300922,0,0,-79.8129,-4.7149,2010.5,9,11,0.125403438765331,0.1145,1,1,,0,5195.65130448196,26.0222620951043,0,0,0.693147180559945,13.1085759572871,35.9611683326686,2010-07-31,Ayabaca
Ayabaca,4,8,2010,0.950730702119328,4.74444970375183,Piura,0,0,135113.7,1.351137,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,25.209768916326,12.2171102027196,5.75263203793265,-0.236415711698636,25.61,-1.35,-0.62329,-1.58341,1.34312142090625,24.9914073579711,24.9034509607631,12.1032994076917,12.2133700397653,6.80204388143605,10.2783042698165,0,0,-79.8129,-4.7149,2010.58333333333,9,11,0.125403438765331,0.1145,1,1,,0,5195.65130448196,26.00515163199,0,0,0,12.2114999582881,12.5411403857584,2010-08-31,Ayabaca
Ayabaca,5,9,2010,0.656830434984152,0.950730702119328,Piura,0,0,135024.8,1.350248,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,25.5509301743556,12.221072828898,7.79914494293033,0.13600775462478,25.21,-1.56,-0.55988,-1.95556,1.9918534963964,25.3803495453408,25.1779149634326,12.2190915158088,12.1425572147604,6.77588849043148,7.13441090193415,0,0,-79.8129,-4.7149,2010.66666666667,9,11,0.125403438765331,0.1145,1,1,,0,5195.65130448196,25.9880411688757,0,0,0,12.1032994076917,6.80204388143605,2010-09-30,Ayabaca
Ayabaca,6,10,2010,0.425393835572252,0.656830434984152,Piura,0,0,134935.9,1.349359,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861845,25.0201051138734,12.0678651872862,85.3623174616202,0.00330765053703071,25.07,-1.64,-0.6286,-2.18172,0.967220053974405,25.2855176441145,25.260268068185,12.1444690080921,12.1686827396346,46.5807312022753,32.9713648141611,0,0,-79.8129,-4.7149,2010.75,9,11,0.125403438765331,0.1145,1,1,,0,5195.65130448196,25.9709307057614,0,0,0,12.2190915158088,6.77588849043148,2010-10-31,Ayabaca
Ayabaca,7,11,2010,0.104150995799243,0.425393835572252,Piura,0,0,134847,1.34847,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,25.2253274380579,11.9389338449988,61.8666597992105,-0.189601344955004,25.03,-1.64,-0.66535,-2.19387,1.75673385915986,25.1227162759656,25.2654542420956,12.0033995161425,12.075957287061,73.6144886304153,51.676040734587,0,0,-79.8129,-4.7149,2010.83333333333,9,11,0.125403438765331,0.1145,1,1,,0,5195.65130448196,25.9538202426471,0,0,0,12.1444690080921,46.5807312022753,2010-11-30,Ayabaca
Ayabaca,8,12,2010,0.117949419571096,0.104150995799243,Piura,0,0,134758.1,1.347581,1,1,1,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861845,25.1142904813548,12.3282305831317,24.4213689446668,-0.330315933452058,25.02,-1.59,-0.63672,-2.15981,1.33963176931243,25.1698089597064,25.119907677762,12.1335822140652,12.1116765384722,43.1440143719386,57.2167820684992,0,0,-79.8129,-4.7149,2010.91666666667,9,11,0.125403438765331,0.1145,1,1,,0,5195.65130448196,25.9367097795329,0,0,0,12.0033995161425,73.6144886304153,2010-12-31,Ayabaca
Ayabaca,9,1,2011,0.3393618541605,0.117949419571096,Piura,0,0,134669.2,1.346692,1,1,1,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,24.7470176024026,13.6832401768583,60.2537542402252,-0.261956051854954,25.22,-1.42,-0.29455,-2.17624,0.604274321930954,24.9306540418787,25.0288785072718,13.005735379995,12.6501348683296,42.337561592446,48.8472609947008,0,0,-79.8129,-4.7149,2011,9,11,0.125403438765331,0.1145,1,1,,0,5195.65130448196,25.9195993164186,0,0,0,12.1335822140652,43.1440143719386,2011-01-31,Ayabaca
Ayabaca,10,2,2011,1.88475528577437,0.3393618541605,Piura,0,0,134580.3,1.345803,1,1,1,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,24.4383915908901,14.0372903979311,96.6469967969317,-0.140101345797236,25.68,-1.19,0.05647,-1.77267,0.219467848000756,24.5927045966464,24.7665665582159,13.8602652873947,13.3495870526404,78.4503755185784,60.4407066606079,0,0,-79.8129,-4.7149,2011.08333333333,9,11,0.125403438765331,0.1145,1,1,0,0,5195.65130448196,25.9024888533043,0,0,0,13.005735379995,42.337561592446,2011-02-28,Ayabaca
Ayabaca,11,3,2011,0.745678405624602,1.88475528577437,Piura,0,0,134491.4,1.344914,1,1,1,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,24.032201551681,13.8114207057646,77.9495790608385,-0.22496277519965,26.37,-0.93,-0.32902,-1.29159,-0.504935413958078,24.2352965712856,24.4058702483246,13.9243555518478,13.8439837601846,87.2982879288851,78.2834433659985,0,0,-79.8129,-4.7149,2011.16666666667,9,11,0.125403438765331,0.1145,1,1,0,0,5195.65130448196,25.88537839019,0,0,0,13.8602652873947,78.4503755185784,2011-03-31,Ayabaca
Ayabaca,12,4,2011,0.30349922045097,0.745678405624602,Piura,0,0,134402.5,1.344025,1,1,1,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,24.9746391924585,14.0282389255026,76.8212940689918,-0.0370987578167078,26.95,-0.73,0.18979,-1.30026,-0.950388772659991,24.5034203720697,24.4817441116765,13.9198298156336,13.9589833430661,77.3854365649151,83.805956642254,0,0,-79.8129,-4.7149,2011.25,9,11,0.125403438765331,0.1145,1,1,0,0,5195.65130448196,25.8682679270757,0,0,0,13.9243555518478,87.2982879288851,2011-04-30,Ayabaca
Ayabaca,13,5,2011,0.268746604599921,0.30349922045097,Piura,0,0,134313.6,1.343136,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,25.4784766830733,13.6912905647785,121.530553933587,-0.0322699068993476,27.28,-0.55,0.17995,-1.02733,-0.689700368298105,25.2265579377659,24.8284391424043,13.8597647451406,13.8436500653486,99.1759240012894,92.1004756878057,0,0,-79.8129,-4.7149,2011.33333333333,9,11,0.125403438765331,0.1145,1,1,-10.3344447782634,-10.3344447782634,5195.65130448196,25.8511574639615,0,0,0,13.9198298156336,77.3854365649151,2011-05-31,Ayabaca
Ayabaca,14,6,2011,0.151327641389452,0.268746604599921,Piura,0,0,134224.7,1.342247,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,25.4742637857679,13.1954200383749,11.9752148028917,0.00808221291299937,27.21,-0.44,0.37669,-0.94943,-0.682473430432469,25.4763702344206,25.3091265537666,13.4433553015767,13.638316509552,66.7528843682393,70.1090209351568,0,0,-79.8129,-4.7149,2011.41666666667,9,11,0.125403438765331,0.1145,1,1,-0.738659362802887,-0.738659362802887,5195.65130448196,25.8340470008472,0,0,0,13.8597647451406,99.1759240012894,2011-06-30,Ayabaca
Ayabaca,15,7,2011,0.136811669707078,0.151327641389452,Piura,0,0,134135.8,1.341358,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,25.1275965629432,12.3635188120464,12.2516559872783,0.207944157281977,26.81,-0.48,0.27846,-0.92132,-0.56790131551013,25.3009301743556,25.3601123439281,12.7794694252106,13.0834098050666,12.113435395085,48.5858082412523,0,0,-79.8129,-4.7149,2011.5,9,11,0.125403438765331,0.1145,1,1,0,0,5195.65130448196,25.8169365377329,0,0,0,13.4433553015767,66.7528843682393,2011-07-31,Ayabaca
Ayabaca,16,8,2011,0.0341397257951848,0.136811669707078,Piura,0,0,134046.9,1.340469,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981562,-0.391451333657269,-0.301711947861846,25.6094936180863,12.6294318845416,4.7600316959798,0.217267832451046,26.33,-0.62,0.10979,-1.08629,-0.56703733383532,25.3685450905147,25.4037846555991,12.496475348294,12.7294569116543,8.50584384162903,9.66230082871658,0,0,-79.8129,-4.7149,2011.58333333333,9,11,0.125403438765331,0.1145,1,1,0,0,5195.65130448196,25.7998260746186,0,0,0,12.7794694252106,12.113435395085,2011-08-31,Ayabaca
Ayabaca,17,9,2011,0,0.0341397257951848,Piura,0,0,133958,1.33958,1,1,0,,,39.1602996785497,39.1602996785497,39.1602996785497,39.1602996785497,1533.52907091382,-0.248245567880942,-0.342144777981563,-0.391451333657269,-0.301711947861846,25.4890297822641,12.1469508634354,12.318036195011,0.630559983057468,25.93,-0.83,-0.14648,-1.15963,0.486800868311022,25.5492617001752,25.4087066544312,12.3881913739885,12.3799671866745,8.53903394549539,9.7765746260897,0,0,-79.8129,-4.7149,2011.66666666667,9,11,0.125403438765331,0.1145,1,1,0,0,5195.65130448196,25.7827156115043,0,0,0,12.496475348294,8.50584384162903,2011-09-30,Ayabaca
